Time,ColorTemp, Lux, R, G, B, C
1608618194,6573,1663,2499,3144,3399,9757
1608618215,6573,1664,2499,3145,3399,9758
1608618236,6574,1664,2499,3145,3400,9759
1608618257,6574,1665,2499,3146,3400,9760
1608618277,6574,1664,2499,3145,3400,9760
1608618298,6576,1665,2499,3146,3401,9760
1608618319,6572,1665,2500,3146,3400,9760
1608618339,6576,1665,2499,3146,3401,9761
1608618360,6574,1666,2500,3147,3401,9762
1608618381,6574,1666,2500,3147,3401,9763
1608618401,6575,1665,2500,3147,3402,9763
1608618422,6575,1665,2500,3147,3402,9764
1608618443,6577,1664,2500,3147,3403,9765
1608618464,6575,1665,2500,3147,3402,9764
1608618484,6575,1665,2500,3147,3402,9764
1608618505,6577,1666,2500,3148,3403,9765
1608618526,6575,1666,2501,3148,3403,9766
1608618546,6576,1665,2501,3148,3404,9768
1608618567,6576,1666,2501,3149,3404,9768
1608618588,6576,1666,2501,3149,3404,9769
1608618608,6578,1666,2501,3149,3405,9769
1608618629,6578,1667,2501,3150,3405,9770
1608618650,6577,1666,2502,3150,3406,9771
1608618671,6577,1666,2502,3150,3406,9772
1608618691,6577,1666,2502,3150,3406,9772
1608618712,6577,1668,2502,3151,3406,9772
1608618733,6577,1667,2503,3151,3407,9774
1608618753,6577,1667,2503,3151,3407,9775
1608618774,6577,1667,2503,3151,3407,9775
1608618795,6577,1668,2503,3152,3407,9775
1608618816,6578,1668,2503,3152,3408,9776
1608618836,6578,1668,2503,3152,3408,9777
1608618857,6578,1666,2504,3152,3409,9778
1608618878,6578,1668,2503,3152,3408,9778
1608618898,6578,1668,2504,3153,3409,9779
1608618919,6578,1668,2504,3153,3409,9780
1608618940,6578,1668,2504,3153,3409,9779
1608618960,6578,1668,2504,3153,3409,9779
1608618981,6578,1668,2504,3153,3409,9779
1608619002,6578,1668,2504,3153,3409,9779
1608619023,6578,1668,2504,3153,3409,9780
1608619043,6578,1668,2504,3153,3409,9779
1608619064,6579,1667,2504,3153,3410,9780
1608619085,6579,1667,2504,3153,3410,9780
1608619105,6579,1667,2504,3153,3410,9781
1608619126,6579,1667,2504,3153,3410,9781
1608619147,6579,1669,2504,3154,3410,9782
1608619167,6579,1669,2504,3154,3410,9782
1608619188,6579,1669,2504,3154,3410,9783
1608619209,6579,1669,2504,3154,3410,9782
1608619230,6579,1669,2504,3154,3410,9783
1608619250,6579,1669,2504,3154,3410,9782
1608619271,6579,1669,2504,3154,3410,9783
1608619292,6581,1668,2504,3154,3411,9784
1608619312,6581,1668,2504,3154,3411,9784
1608619333,6581,1668,2504,3154,3411,9785
1608619354,6581,1668,2504,3154,3411,9784
1608619375,6582,1667,2504,3154,3412,9785
1608619395,6582,1667,2504,3154,3412,9786
1608619416,6582,1667,2504,3154,3412,9786
1608619437,6580,1669,2505,3155,3412,9788
1608619457,6582,1668,2505,3155,3413,9788
1608619478,6582,1668,2505,3155,3413,9789
1608619499,6582,1668,2505,3155,3413,9790
1608619519,6582,1668,2505,3155,3413,9790
1608619540,6582,1668,2505,3155,3413,9790
1608619561,6582,1670,2505,3156,3413,9790
1608619582,6581,1668,2506,3156,3414,9792
1608619602,6581,1668,2506,3156,3414,9792
1608619623,6582,1669,2506,3157,3415,9793
1608619644,6584,1669,2506,3157,3416,9795
1608619664,6584,1669,2506,3157,3416,9795
1608619685,6584,1669,2506,3157,3416,9795
1608619706,6584,1670,2506,3158,3416,9796
1608619726,6584,1670,2506,3158,3416,9796
1608619747,6583,1669,2507,3158,3417,9798
1608619768,6583,1669,2507,3158,3417,9797
1608619789,6583,1669,2507,3158,3417,9798
1608619809,6583,1671,2507,3159,3417,9798
1608619830,6583,1669,2507,3158,3417,9797
1608619851,6583,1671,2507,3159,3417,9799
1608619871,6585,1670,2507,3159,3418,9800
1608619892,6585,1670,2507,3159,3418,9800
1608619913,6585,1670,2507,3159,3418,9801
1608619934,6585,1670,2507,3159,3418,9800
1608619954,6587,1671,2507,3160,3419,9801
1608619975,6584,1671,2508,3160,3419,9802
1608619996,6584,1671,2508,3160,3419,9802
1608620016,6586,1670,2508,3160,3420,9803
1608620037,6586,1671,2508,3161,3420,9803
1608620058,6586,1671,2508,3161,3420,9804
1608620078,6586,1671,2508,3161,3420,9803
1608620099,6586,1671,2508,3161,3420,9804
1608620120,6586,1671,2508,3161,3420,9804
1608620141,6586,1670,2508,3160,3420,9804
1608620161,6586,1671,2508,3161,3420,9805
1608620182,6587,1671,2508,3161,3421,9805
1608620203,6586,1671,2508,3161,3420,9805
1608620223,6586,1671,2508,3161,3420,9804
1608620244,6586,1671,2508,3161,3420,9805
1608620265,6587,1671,2508,3161,3421,9806
1608620285,6586,1671,2508,3161,3420,9805
1608620306,6587,1671,2508,3161,3421,9806
1608620327,6587,1671,2508,3161,3421,9806
1608620348,6587,1671,2508,3161,3421,9806
1608620368,6587,1671,2508,3161,3421,9806
1608620389,6587,1671,2508,3161,3421,9807
1608620410,6587,1671,2508,3161,3421,9806
1608620430,6587,1671,2508,3161,3421,9807
1608620451,6589,1670,2508,3161,3422,9807
1608620472,6589,1671,2508,3162,3422,9808
1608620493,6589,1670,2508,3161,3422,9808
1608620513,6587,1671,2509,3162,3422,9809
1608620534,6588,1670,2509,3162,3423,9811
1608620555,6588,1672,2509,3163,3423,9812
1608620575,6588,1670,2509,3162,3423,9812
1608620596,6588,1672,2509,3163,3423,9812
1608620617,6590,1671,2509,3163,3424,9812
1608620637,6590,1671,2509,3163,3424,9812
1608620658,6588,1671,2510,3163,3424,9814
1608620679,6589,1672,2510,3164,3425,9816
1608620700,6589,1672,2510,3164,3425,9816
1608620720,6589,1672,2510,3164,3425,9817
1608620741,6589,1672,2510,3164,3425,9817
1608620762,6591,1671,2510,3164,3426,9818
1608620782,6589,1672,2511,3165,3426,9819
1608620803,6589,1672,2511,3165,3426,9819
1608620824,6590,1672,2511,3165,3427,9820
1608620844,6590,1672,2511,3165,3427,9821
1608620865,6590,1672,2511,3165,3427,9820
1608620886,6590,1672,2511,3165,3427,9821
1608620907,6590,1672,2511,3165,3427,9821
1608620927,6590,1673,2511,3166,3427,9822
1608620948,6592,1672,2511,3166,3428,9824
1608620969,6592,1672,2511,3166,3428,9824
1608620989,6592,1672,2511,3166,3428,9824
1608621010,6592,1672,2511,3166,3428,9823
1608621031,6592,1672,2511,3166,3428,9824
1608621052,6592,1672,2511,3166,3428,9824
1608621072,6592,1672,2511,3166,3428,9823
1608621093,6592,1672,2511,3166,3428,9823
1608621114,6592,1672,2511,3166,3428,9825
1608621134,6592,1672,2511,3166,3428,9824
1608621155,6592,1672,2511,3166,3428,9824
1608621176,6592,1672,2511,3166,3428,9823
1608621196,6592,1672,2511,3166,3428,9823
1608621217,6590,1672,2512,3166,3428,9825
1608621238,6591,1671,2512,3166,3429,9825
1608621259,6590,1672,2512,3166,3428,9825
1608621279,6592,1672,2511,3166,3428,9825
1608621300,6590,1672,2512,3166,3428,9824
1608621321,6590,1672,2512,3166,3428,9825
1608621341,6591,1673,2512,3167,3429,9827
1608621362,6591,1673,2512,3167,3429,9826
1608621383,6593,1672,2512,3167,3430,9827
1608621404,6593,1672,2512,3167,3430,9827
1608621424,6593,1672,2512,3167,3430,9828
1608621445,6593,1674,2512,3168,3430,9829
1608621466,6593,1674,2512,3168,3430,9829
1608621486,6593,1674,2512,3168,3430,9829
1608621507,6592,1673,2513,3168,3431,9831
1608621528,6592,1673,2513,3168,3431,9831
1608621548,6592,1673,2513,3168,3431,9831
1608621569,6592,1673,2513,3168,3431,9832
1608621590,6594,1674,2513,3169,3432,9833
1608621611,6592,1673,2513,3168,3431,9831
1608621631,6592,1674,2513,3169,3431,9832
1608621652,6592,1674,2513,3169,3431,9832
1608621673,6594,1674,2513,3169,3432,9832
1608621693,6592,1673,2513,3168,3431,9831
1608621714,6592,1674,2513,3169,3431,9832
1608621735,6593,1674,2512,3168,3430,9828
1608621755,6591,1673,2512,3167,3429,9827
1608621776,6591,1673,2512,3167,3429,9827
1608621797,6593,1672,2512,3167,3430,9828
1608621818,6593,1674,2512,3168,3430,9827
1608621838,6594,1673,2512,3168,3431,9829
1608621859,6594,1673,2512,3168,3431,9829
1608621880,6593,1674,2512,3168,3430,9828
1608621900,6593,1674,2512,3168,3430,9828
1608621921,6594,1673,2512,3168,3431,9829
1608621942,6593,1674,2512,3168,3430,9828
1608621962,6593,1674,2512,3168,3430,9829
1608621983,6594,1673,2512,3168,3431,9829
1608622004,6593,1672,2511,3166,3429,9824
1608622025,6593,1673,2511,3167,3429,9825
1608622045,6591,1673,2512,3167,3429,9826
1608622066,6593,1673,2511,3167,3429,9826
1608622087,6593,1673,2511,3167,3429,9825
1608622107,6593,1673,2511,3167,3429,9826
1608622128,6593,1673,2511,3167,3429,9825
1608622149,6593,1673,2511,3167,3429,9826
1608622170,6593,1673,2511,3167,3429,9826
1608622190,6593,1673,2511,3167,3429,9827
1608622211,6593,1673,2511,3167,3429,9827
1608622232,6593,1673,2511,3167,3429,9827
1608622252,6593,1673,2511,3167,3429,9826
1608622273,6591,1675,2512,3168,3429,9827
1608622294,6591,1675,2512,3168,3429,9827
1608622314,6593,1675,2511,3168,3429,9826
1608622335,6593,1674,2512,3168,3430,9828
1608622356,6593,1674,2512,3168,3430,9827
1608622377,6593,1674,2512,3168,3430,9827
1608622397,6593,1674,2512,3168,3430,9828
1608622418,6593,1674,2512,3168,3430,9828
1608622439,6593,1674,2512,3168,3430,9829
1608622459,6593,1674,2512,3168,3430,9827
1608622480,6594,1673,2512,3168,3431,9829
1608622501,6594,1673,2512,3168,3431,9829
1608622522,6596,1674,2512,3169,3432,9832
1608622542,6596,1674,2512,3169,3432,9832
1608622563,6596,1674,2512,3169,3432,9832
1608622584,6594,1675,2513,3170,3432,9833
1608622604,6595,1674,2513,3170,3433,9834
1608622625,6595,1674,2513,3170,3433,9834
1608622646,6595,1674,2513,3170,3433,9834
1608622666,6595,1674,2513,3170,3433,9834
1608622687,6595,1674,2513,3170,3433,9835
1608622708,6595,1676,2513,3171,3433,9836
1608622729,6597,1675,2513,3171,3434,9837
1608622749,6597,1675,2513,3171,3434,9837
1608622770,6595,1675,2514,3171,3434,9838
1608622791,6595,1675,2514,3171,3434,9839
1608622811,6595,1677,2514,3172,3434,9839
1608622832,6596,1676,2514,3172,3435,9839
1608622853,6596,1676,2514,3172,3435,9840
1608622873,6596,1676,2514,3172,3435,9840
1608622894,6598,1675,2514,3172,3436,9842
1608622915,6598,1677,2514,3173,3436,9843
1608622936,6599,1676,2514,3173,3437,9843
1608622956,6598,1677,2514,3173,3436,9844
1608622977,6599,1676,2515,3174,3438,9846
1608622998,6599,1676,2515,3174,3438,9846
1608623018,6599,1676,2515,3174,3438,9846
1608623039,6599,1676,2515,3174,3438,9847
1608623060,6599,1676,2515,3174,3438,9847
1608623081,6598,1677,2516,3175,3439,9849
1608623101,6598,1677,2516,3175,3439,9849
1608623122,6598,1677,2516,3175,3439,9849
1608623143,6600,1678,2516,3176,3440,9851
1608623163,6600,1678,2516,3176,3440,9851
1608623184,6600,1678,2516,3176,3440,9853
1608623205,6601,1677,2516,3176,3441,9853
1608623225,6600,1678,2516,3176,3440,9852
1608623246,6601,1679,2516,3177,3441,9854
1608623267,6601,1677,2516,3176,3441,9854
1608623288,6601,1679,2516,3177,3441,9855
1608623308,6601,1679,2516,3177,3441,9855
1608623329,6601,1678,2517,3177,3442,9856
1608623350,6601,1678,2517,3177,3442,9857
1608623370,6601,1678,2517,3177,3442,9857
1608623391,6602,1678,2517,3178,3443,9858
1608623412,6602,1678,2517,3178,3443,9859
1608623432,6602,1678,2517,3178,3443,9859
1608623453,6602,1678,2517,3178,3443,9859
1608623474,6600,1678,2518,3178,3443,9860
1608623495,6600,1678,2518,3178,3443,9860
1608623515,6602,1679,2518,3179,3444,9861
1608623536,6602,1679,2518,3179,3444,9862
1608623557,6602,1679,2518,3179,3444,9862
1608623577,6602,1679,2518,3179,3444,9863
1608623598,6602,1679,2518,3179,3444,9863
1608623619,6602,1679,2518,3179,3444,9862
1608623640,6602,1679,2518,3179,3444,9862
1608623660,6603,1678,2518,3179,3445,9864
1608623681,6603,1678,2518,3179,3445,9863
1608623702,6602,1679,2518,3179,3444,9863
1608623722,6603,1678,2518,3179,3445,9864
1608623743,6603,1678,2518,3179,3445,9865
1608623764,6603,1680,2518,3180,3445,9865
1608623784,6603,1680,2518,3180,3445,9865
1608623805,6603,1678,2518,3179,3445,9865
1608623826,6603,1680,2518,3180,3445,9866
1608623847,6603,1680,2518,3180,3445,9865
1608623867,6605,1679,2518,3180,3446,9866
1608623888,6605,1679,2518,3180,3446,9866
1608623909,6605,1679,2518,3180,3446,9866
1608623929,6603,1680,2519,3181,3446,9868
1608623950,6605,1679,2518,3180,3446,9867
1608623971,6603,1679,2519,3180,3446,9868
1608623991,6604,1678,2519,3180,3447,9867
1608624012,6604,1680,2519,3181,3447,9868
1608624033,6604,1680,2519,3181,3447,9867
1608624054,6604,1680,2519,3181,3447,9868
1608624074,6606,1679,2519,3181,3448,9869
1608624095,6604,1680,2519,3181,3447,9868
1608624116,6606,1680,2518,3181,3447,9867
1608624136,6604,1680,2519,3181,3447,9868
1608624157,6606,1680,2518,3181,3447,9869
1608624178,6606,1680,2518,3181,3447,9869
1608624199,6606,1679,2519,3181,3448,9870
1608624219,6606,1679,2519,3181,3448,9870
1608624240,6607,1680,2519,3182,3449,9872
1608624261,6606,1680,2519,3182,3448,9871
1608624281,6605,1679,2520,3182,3449,9874
1608624302,6605,1679,2520,3182,3449,9874
1608624323,6607,1680,2520,3183,3450,9875
1608624343,6607,1679,2520,3182,3450,9875
1608624364,6607,1680,2519,3182,3449,9874
1608624385,6607,1680,2520,3183,3450,9876
1608624406,6607,1680,2520,3183,3450,9877
1608624426,6608,1679,2520,3183,3451,9878
1608624447,6606,1681,2521,3184,3451,9879
1608624468,6608,1681,2520,3184,3451,9879
1608624488,6608,1680,2521,3184,3452,9880
1608624509,6608,1680,2521,3184,3452,9881
1608624530,6608,1682,2521,3185,3452,9882
1608624550,6608,1682,2521,3185,3452,9882
1608624571,6609,1681,2521,3185,3453,9882
1608624592,6609,1681,2521,3185,3453,9882
1608624613,6609,1681,2521,3185,3453,9883
1608624633,6609,1681,2521,3185,3453,9884
1608624654,6609,1681,2521,3185,3453,9883
1608624675,6609,1681,2521,3185,3453,9884
1608624695,6609,1681,2521,3185,3453,9884
1608624716,6611,1680,2521,3185,3454,9885
1608624737,6608,1681,2522,3186,3454,9886
1608624758,6608,1681,2522,3186,3454,9886
1608624778,6608,1681,2522,3186,3454,9887
1608624799,6608,1681,2522,3186,3454,9888
1608624820,6608,1681,2522,3186,3454,9888
1608624840,6610,1681,2522,3186,3455,9889
1608624861,6610,1682,2522,3187,3455,9889
1608624882,6610,1682,2522,3187,3455,9890
1608624902,6609,1683,2523,3188,3456,9891
1608624923,6609,1683,2523,3188,3456,9892
1608624944,6609,1683,2523,3188,3456,9893
1608624965,6611,1682,2523,3188,3457,9895
1608624985,6611,1682,2523,3188,3457,9895
1608625006,6612,1683,2523,3189,3458,9896
1608625027,6610,1683,2524,3189,3458,9896
1608625047,6612,1683,2523,3189,3458,9897
1608625068,6610,1683,2524,3189,3458,9898
1608625089,6610,1683,2524,3189,3458,9898
1608625109,6610,1683,2524,3189,3458,9899
1608625130,6612,1682,2524,3189,3459,9899
1608625151,6610,1683,2524,3189,3458,9898
1608625172,6612,1682,2524,3189,3459,9898
1608625192,6612,1683,2524,3190,3459,9900
1608625213,6613,1683,2524,3190,3460,9901
1608625234,6612,1683,2524,3190,3459,9899
1608625254,6613,1683,2524,3190,3460,9900
1608625275,6612,1683,2524,3190,3459,9900
1608625296,6613,1683,2524,3190,3460,9901
1608625317,6613,1683,2524,3190,3460,9902
1608625337,6613,1683,2524,3190,3460,9902
1608625358,6611,1684,2525,3191,3460,9902
1608625379,6615,1682,2524,3190,3461,9903
1608625399,6615,1683,2524,3191,3461,9902
1608625420,6613,1683,2525,3191,3461,9904
1608625441,6613,1683,2525,3191,3461,9904
1608625461,6613,1683,2525,3191,3461,9903
1608625482,6614,1682,2525,3191,3462,9904
1608625503,6616,1683,2525,3192,3463,9906
1608625524,6614,1684,2525,3192,3462,9905
1608625544,6614,1684,2525,3192,3462,9906
1608625565,6614,1684,2525,3192,3462,9905
1608625586,6616,1685,2525,3193,3463,9907
1608625606,6616,1683,2525,3192,3463,9906
1608625627,6615,1684,2526,3193,3464,9908
1608625648,6614,1685,2526,3193,3463,9908
1608625668,6614,1683,2526,3192,3463,9909
1608625689,6614,1683,2526,3192,3463,9909
1608625710,6615,1684,2526,3193,3464,9910
1608625731,6614,1685,2526,3193,3463,9909
1608625751,6614,1685,2526,3193,3463,9909
1608625772,6615,1684,2526,3193,3464,9911
1608625793,6615,1684,2526,3193,3464,9910
1608625813,6615,1684,2526,3193,3464,9911
1608625834,6615,1684,2526,3193,3464,9912
1608625855,6617,1685,2526,3194,3465,9913
1608625876,6617,1685,2526,3194,3465,9913
1608625896,6617,1685,2526,3194,3465,9913
1608625917,6616,1684,2527,3194,3466,9915
1608625938,6616,1684,2527,3194,3466,9914
1608625958,6618,1684,2527,3195,3467,9916
1608625979,6616,1685,2527,3195,3466,9915
1608626000,6618,1684,2527,3195,3467,9917
1608626020,6618,1684,2527,3195,3467,9916
1608626041,6618,1686,2527,3196,3467,9917
1608626062,6618,1684,2527,3195,3467,9916
1608626083,6618,1686,2527,3196,3467,9918
1608626103,6618,1686,2527,3196,3467,9918
1608626124,6619,1687,2527,3197,3468,9919
1608626145,6620,1687,2528,3198,3470,9922
1608626165,6619,1686,2528,3197,3469,9921
1608626186,6620,1687,2528,3198,3470,9923
1608626207,6620,1685,2528,3197,3470,9922
1608626227,6620,1686,2529,3198,3471,9925
1608626248,6620,1686,2529,3198,3471,9925
1608626269,6620,1686,2529,3198,3471,9926
1608626290,6620,1686,2529,3198,3471,9926
1608626310,6620,1687,2529,3199,3471,9926
1608626331,6621,1686,2529,3199,3472,9927
1608626352,6619,1686,2530,3199,3472,9929
1608626372,6621,1686,2529,3199,3472,9929
1608626393,6621,1686,2529,3199,3472,9929
1608626414,6621,1687,2530,3200,3473,9931
1608626434,6621,1687,2530,3200,3473,9930
1608626455,6621,1686,2529,3199,3472,9929
1608626476,6621,1686,2529,3199,3472,9929
1608626497,6621,1687,2530,3200,3473,9930
1608626517,6621,1688,2529,3200,3472,9929
1608626538,6623,1687,2529,3200,3473,9929
1608626559,6623,1687,2529,3200,3473,9931
1608626579,6623,1687,2529,3200,3473,9929
1608626600,6623,1687,2529,3200,3473,9930
1608626621,6623,1687,2529,3200,3473,9930
1608626642,6623,1687,2529,3200,3473,9929
1608626662,6623,1687,2529,3200,3473,9930
1608626683,6621,1687,2530,3200,3473,9930
1608626704,6622,1686,2530,3200,3474,9931
1608626724,6622,1686,2530,3200,3474,9932
1608626745,6622,1686,2530,3200,3474,9932
1608626766,6623,1687,2529,3200,3473,9930
1608626786,6623,1687,2529,3200,3473,9930
1608626807,6621,1687,2530,3200,3473,9931
1608626828,6622,1688,2530,3201,3474,9932
1608626849,6622,1688,2530,3201,3474,9932
1608626869,6622,1688,2530,3201,3474,9932
1608626890,6622,1688,2530,3201,3474,9933
1608626911,6622,1688,2530,3201,3474,9932
1608626931,6624,1687,2530,3201,3475,9933
1608626952,6624,1687,2530,3201,3475,9933
1608626973,6624,1689,2530,3202,3475,9934
1608626993,6624,1689,2530,3202,3475,9934
1608627014,6624,1687,2530,3201,3475,9933
1608627035,6624,1689,2530,3202,3475,9934
1608627056,6624,1687,2530,3201,3475,9934
1608627076,6624,1687,2530,3201,3475,9934
1608627097,6624,1689,2530,3202,3475,9936
1608627118,6625,1688,2530,3202,3476,9937
1608627138,6625,1688,2530,3202,3476,9936
1608627159,6625,1688,2530,3202,3476,9936
1608627180,6623,1688,2531,3202,3476,9937
1608627201,6625,1687,2531,3202,3477,9939
1608627221,6625,1687,2531,3202,3477,9939
1608627242,6625,1687,2531,3202,3477,9940
1608627263,6625,1687,2531,3202,3477,9940
1608627283,6625,1687,2531,3202,3477,9940
1608627304,6627,1687,2530,3202,3477,9940
1608627325,6625,1687,2531,3202,3477,9939
1608627345,6625,1688,2531,3203,3477,9942
1608627366,6626,1688,2531,3203,3478,9942
1608627387,6626,1688,2531,3203,3478,9942
1608627408,6626,1688,2531,3203,3478,9943
1608627428,6626,1688,2531,3203,3478,9942
1608627449,6628,1689,2531,3204,3479,9943
1608627470,6626,1688,2531,3203,3478,9943
1608627490,6628,1689,2531,3204,3479,9944
1608627511,6628,1689,2531,3204,3479,9943
1608627532,6626,1688,2531,3203,3478,9942
1608627552,6626,1688,2531,3203,3478,9942
1608627573,6628,1689,2531,3204,3479,9943
1608627594,6628,1689,2531,3204,3479,9944
1608627615,6626,1688,2531,3203,3478,9943
1608627635,6626,1688,2531,3203,3478,9944
1608627656,6626,1688,2531,3203,3478,9943
1608627677,6628,1689,2531,3204,3479,9944
1608627697,6628,1687,2531,3203,3479,9943
1608627718,6628,1689,2531,3204,3479,9944
1608627739,6628,1687,2531,3203,3479,9945
1608627760,6629,1688,2531,3204,3480,9947
1608627780,6629,1688,2531,3204,3480,9945
1608627801,6629,1688,2531,3204,3480,9945
1608627822,6629,1688,2531,3204,3480,9947
1608627842,6629,1688,2531,3204,3480,9946
1608627863,6627,1689,2532,3205,3480,9947
1608627884,6629,1688,2531,3204,3480,9946
1608627904,6629,1688,2531,3204,3480,9946
1608627925,6627,1689,2532,3205,3480,9947
1608627946,6627,1689,2532,3205,3480,9948
1608627967,6628,1688,2532,3205,3481,9948
1608627987,6628,1688,2532,3205,3481,9949
1608628008,6630,1688,2532,3205,3482,9950
1608628029,6628,1688,2532,3205,3481,9949
1608628049,6628,1688,2532,3205,3481,9950
1608628070,6628,1688,2532,3205,3481,9949
1608628091,6628,1688,2532,3205,3481,9950
1608628111,6628,1688,2532,3205,3481,9950
1608628132,6628,1688,2532,3205,3481,9949
1608628153,6628,1688,2532,3205,3481,9949
1608628174,6628,1688,2532,3205,3481,9949
1608628194,6628,1688,2532,3205,3481,9948
1608628215,6628,1688,2532,3205,3481,9950
1608628236,6628,1688,2532,3205,3481,9950
1608628256,6630,1689,2532,3206,3482,9951
1608628277,6630,1689,2532,3206,3482,9950
1608628298,6630,1689,2532,3206,3482,9952
1608628319,6630,1689,2532,3206,3482,9952
1608628339,6630,1689,2532,3206,3482,9951
1608628360,6630,1689,2532,3206,3482,9951
1608628381,6632,1690,2532,3207,3483,9953
1608628401,6632,1688,2532,3206,3483,9953
1608628422,6631,1689,2533,3207,3484,9954
1608628443,6632,1690,2532,3207,3483,9954
1608628463,6632,1690,2532,3207,3483,9954
1608628484,6632,1690,2533,3208,3485,9958
1608628505,6632,1690,2533,3208,3485,9956
1608628526,6632,1690,2533,3208,3485,9957
1608628546,6632,1690,2533,3208,3485,9958
1608628567,6632,1690,2533,3208,3485,9958
1608628588,6634,1689,2533,3208,3486,9959
1608628608,6632,1690,2534,3209,3486,9960
1608628629,6632,1690,2534,3209,3486,9960
1608628650,6630,1691,2534,3209,3485,9960
1608628670,6632,1690,2534,3209,3486,9961
1608628691,6634,1691,2533,3209,3486,9960
1608628712,6634,1691,2533,3209,3486,9960
1608628733,6633,1690,2534,3209,3487,9963
1608628753,6633,1690,2534,3209,3487,9962
1608628774,6635,1690,2533,3209,3487,9962
1608628795,6635,1690,2533,3209,3487,9961
1608628815,6635,1690,2533,3209,3487,9961
1608628836,6633,1691,2534,3210,3487,9962
1608628857,6635,1690,2533,3209,3487,9960
1608628878,6634,1691,2533,3209,3486,9960
1608628898,6635,1690,2533,3209,3487,9961
1608628919,6635,1690,2533,3209,3487,9961
1608628940,6635,1690,2533,3209,3487,9961
1608628960,6635,1690,2533,3209,3487,9962
1608628981,6635,1690,2533,3209,3487,9962
1608629002,6635,1690,2533,3209,3487,9961
1608629022,6635,1690,2533,3209,3487,9962
1608629043,6635,1690,2533,3209,3487,9962
1608629064,6637,1689,2533,3209,3488,9963
1608629085,6637,1689,2533,3209,3488,9964
1608629105,6635,1689,2534,3209,3488,9965
1608629126,6635,1689,2534,3209,3488,9965
1608629147,6635,1689,2534,3209,3488,9965
1608629167,6635,1689,2534,3209,3488,9964
1608629188,6635,1690,2533,3209,3487,9964
1608629209,6637,1689,2533,3209,3488,9964
1608629229,6635,1690,2533,3209,3487,9964
1608629250,6637,1689,2533,3209,3488,9963
1608629271,6637,1689,2533,3209,3488,9963
1608629292,6635,1688,2533,3208,3487,9962
1608629312,6635,1690,2533,3209,3487,9963
1608629333,6637,1689,2533,3209,3488,9964
1608629354,6637,1689,2533,3209,3488,9964
1608629374,6635,1690,2533,3209,3487,9962
1608629395,6635,1690,2533,3209,3487,9963
1608629416,6635,1690,2533,3209,3487,9963
1608629437,6635,1690,2533,3209,3487,9964
1608629457,6635,1690,2533,3209,3487,9963
1608629478,6635,1690,2533,3209,3487,9963
1608629499,6635,1688,2533,3208,3487,9963
1608629519,6635,1690,2533,3209,3487,9963
1608629540,6638,1689,2532,3208,3487,9962
1608629561,6635,1688,2533,3208,3487,9963
1608629581,6637,1689,2533,3209,3488,9964
1608629602,6635,1690,2533,3209,3487,9964
1608629623,6635,1688,2533,3208,3487,9962
1608629644,6637,1689,2533,3209,3488,9963
1608629664,6637,1689,2533,3209,3488,9964
1608629685,6637,1689,2533,3209,3488,9965
1608629706,6637,1689,2533,3209,3488,9964
1608629726,6637,1689,2533,3209,3488,9964
1608629747,6637,1689,2533,3209,3488,9965
1608629768,6637,1689,2533,3209,3488,9966
1608629788,6638,1690,2533,3210,3489,9967
1608629809,6636,1690,2534,3210,3489,9968
